33
Ano,Mes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1971;02; 0; 0; 0; 0; 0; 6; 157; 0; 23; 0; 194; 263; 0; 19; 0; 172; 0; 0; 0; 119; 90; 54; 0; 0; 31; 49; 667; 2; 9999; 9999; 9999
1971;03; 0; 0; 0; 0; 0; 215; 86; 0; 0; 174; 160; 100; 94; 0; 0; 0; 10; 136; 26; 0; 0; 29; 0; 0; 51; 35; 40; 313; 13; 41; 0
1971;04; 123; 0; 0; 0; 0; 0; 0; 0; 110; 66; 13; 0; 0; 11; 0; 0; 10; 4; 0; 0; 127; 105; 89; 4; 0; 0; 0; 0; 0; 0; 9999
1971;05; 0; 0; 44; 14; 15; 0; 25; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 46; 57; 0; 0; 0; 0
1971;06; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 241; 210; 32; 3; 361; 256; 23; 220; 14; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 9999
1971;07; 0; 0; 0; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 307; 13
1971;08; 0; 0; 0; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1971;09; 0; 0; 12; 0; 0; 0; 44; 0; 231; 0; 0; 216; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 202; 0; 10; 0; 0; 0; 9999
1971;10; 379; 9; 260; 0; 24; 21; 206; 115; 0; 0; 429; 258; 7; 0; 62; 0; 0; 0; 0; 0; 0; 0; 0; 0; 51; 149; 0; 0; 430; 0; 0
1971;11; 5; 665; 21; 113; 0; 0; 0; 0; 0; 0; 0; 0; 18; 0; 0; 0; 0; 0; 7; 0; 0; 0; 19; 4; 1; 0; 0; 133; 110; 18; 9999
1971;12; 142; 0; 11; 635; 62; 0; 0; 143; 161; 65; 17; 59; 2; 92; 395; 0; 0; 0; 27; 5; 0; 5; 145; 211; 111; 125; 616; 58; 0; 107; 0
1972;01; 0; 132; 57; 131; 0; 0; 7; 167; 0; 120; 26; 0; 0; 0; 0; 0; 0; 0; 15; 20; 19; 154; 210; 452; 45; 422; 203; 2; 120; 158; 14
1972;02; 182; 0; 223; 2; 18; 105; 252; 128; 0; 14; 406; 5; 1; 16; 14; 25; 39; 3; 271; 189; 61; 70; 395; 203; 159; 247; 79; 349; 0; 9999; 9999
1972;03; 14; 0; 33; 0; 0; 0; 0; 0; 76; 0; 0; 75; 0; 0; 0; 0; 0; 0; 0; 0; 22; 29; 0; 0; 0; 1508; 316; 133; 0; 0; 0
1972;04; 209; 2; 115; 211; 0; 0; 0; 121; 0; 0; 0; 0; 0; 48; 0; 150; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 8; 0; 0; 9999
1972;05; 0; 0; 9; 0; 0; 0; 0; 0; 0; 0; 33; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 55; 131; 312; 0; 0; 0; 0; 0; 0
1972;06; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 9999
1972;07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 43; 80; 102; 0; 0; 0; 53; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1972;08; 0; 0; 0; 80; 201; 0; 160; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1972;09; 0; 0; 0; 0; 0; 112; 0; 0; 0; 0; 0; 34; 0; 0; 31; 0; 0; 0; 0; 0; 0; 0; 0; 0; 72; 150; 126; 146; 0; 0; 9999
1972;10; 0; 0; 21; 70; 331; 275; 0; 0; 0; 179; 693; 17; 0; 0; 274; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1972;11; 241; 430; 272; 113; 27; 0; 0; 0; 210; 0; 39; 6; 65; 236; 70; 290; 34; 101; 0; 291; 0; 41; 0; 0; 0; 0; 260; 88; 0; 0; 9999
1972;12; 369; 0; 0; 42; 0; 32; 0; 0; 0; 0; 0; 57; 0; 0; 0; 0; 0; 0; 0; 0; 0; 81; 236; 0; 14; 106; 511; 116; 1; 39; 0
1973;01; 0; 0; 75; 0; 0; 6; 0; 0; 3; 0; 0; 0; 51; 0; 97; 300; 193; 285; 0; 0; 56; 0; 51; 32; 197; 31; 150; 25; 0; 5; 325
1973;02; 35; 9; 130; 171; 62; 324; 0; 0; 0; 0; 0; 166; 1; 72; 75; 248; 0; 32; 129; 35; 0; 0; 0; 31; 0; 49; 0; 0; 9999; 9999; 9999
1973;03; 0; 0; 0; 167; 0; 0; 0; 52; 337; 0; 0; 0; 0; 0; 0; 24; 337; 0; 0; 0; 25; 12; 76; 0; 169; 0; 0; 0; 212; 35; 290
1973;04; 41; 7; 0; 0; 0; 0; 263; 105; 51; 7; 12; 126; 53; 0; 0; 0; 0; 108; 126; 231; 0; 0; 30; 33; 0; 0; 0; 0; 0; 0; 9999
1973;05; 0; 0; 0; 0; 82; 0; 0; 0; 89; 2; 148; 0; 0; 0; 0; 0; 0; 0; 0; 0; 129; 0; 0; 13; 2; 0; 0; 0; 0; 0; 0
1973;06; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 60; 0; 0; 0; 0; 0; 5; 44; 13; 6; 0; 9999
1973;07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 185; 0; 0; 24; 0; 0; 0; 0; 0; 95; 35; 0; 0
1973;08; 0; 0; 0; 0; 0; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0; 52; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1973;09; 0; 473; 102; 0; 0; 0; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 0; 0; 0; 48; 0; 0; 0; 0; 9999
1973;10; 0; 0; 0; 0; 0; 0; 160; 0; 74; 75; 10; 133; 63; 0; 0; 0; 0; 0; 335; 0; 0; 0; 0; 61; 0; 10; 0; 150; 0; 0; 142
1973;11; 262; 188; 40; 0; 0; 0; 0; 0; 0; 7; 6; 292; 48; 206; 0; 0; 20; 470; 308; 2; 0; 0; 145; 0; 0; 0; 0; 0; 0; 0; 9999
